id	value
BATES	1
BATH	1
BATHED	1
BATHROOM	12
BATHROOMS	1
BATHROOM►HTTPS://T.CO/ZVVPLNLEJD	1
BATHWATER	1
BATMAN	1
BATMAN.	1
BATSH*T	1
BATTLE	7
BATTLE,	1
BATTY	1
BAUER,	1
BAUSSART	1
BAWAHAHAHA	1
BAY	9
BAYOUMI	1
BAYROCK	2
BAYRO…	1
BAŞLANGICI.	1
BBC	1
BBC:	1
BBC NEWSNIGHT	1
BC	11
BCAUSE	1
BE
A	4
BE-	1
BE.	4
BE?	2
BEACH	34
BEACH,	33
BEACH,…	1
BEACH:	2
BEACH…	1
BEAMS	1
BEANER.	4
BEANS	1
BEARABLE	1
BEARING	6
BEARS	4
BEAST	3
BEAT	21
BEATEN	14
BEATING	2
BEATLES'	2
BEATS	1
BEAUCOUP	1
BEAUTIFUL	26
BEAUTY	2
BEAUTY.	2
BEAUTY…	1
BEA…	1
BEBE	1
BEC	1
BECAME	8
BECAS	2
BECAUSE	118
BECAUSE…	1
BECAUS…	1
BECI	1
BECK	1
BECKS	2
BECLOWNS.KEYLESSONS	1
BECOME	25
BECOMES	5
BECOME…	1
BECOMING	6
BEEFING	1
BEEN	185
BEEN,	2
BEEOUCH	1
BEES	24
BEFO...	1
BEFORE	47
BEFORE,	2
BEFORE.	2
BEFOREHAND=EXACTLY	1
BEFORE…	2
BEG	2
BEGAN	2
BEGGING	2
BEGIN	4
BEGIN.
#STOPTHEBANNONTRUMPREGIME
HTTPS://T.CO/ZKICVDZ5ZY	1
BEGIN:	1
BEGINS	4
BEGUN	2
BEHALF	4
BEHAR	1
BEHAVE	2
BEHAVING	1
BEHAVIOR	26
BEHAVIOR,	1
BEHAVIOR.	2
BEHAVIOUR	4
BEHIND	66
BEHOLDEN	1
BEING	114
BEING,	7
BEING.”	1
BEINGS	2
BEIN’	2
BEIN…	2
BEKOMMEN	1
BELA	1
BELIES	12
BELIEVE	95
BELIEVE.	4
BELIEVE?	2
BELIEVED	15
BELIEVES	12
BELIEVING	4
BELITTLE	3
BELITTLING	3
BELIZE,	1
BELKI	2
BELL	2
BELL,	1
BELLI	1
BELLIGERENCE	1
BELLO	1
BELLY.	1
BELONG	2
BELONGS	11
BELONGS…	1
BELOVED	2
BELOW	1
BELOW)
HE	2
BELOW.	12
BELT	3
BEND	1
BENEATH	1
BENEFACTOR	1
BENEFICIARY	1
BENEFIT	8
BENEFITING	2
BENEFITS	3
BENGHAZI,	1
BENIM	1
BENIOFF	3
BENJAMIN	3
BENT	1
BENZETMESI	1
BEOTCH!	1
BERETS'	1
BERHASIL	2
BERICHT:	1
BERKELEY	1
BERKELEY:	1
BERLIN	8
BERLUSCONI,	1
BERLUSCONI:	11
BERNIE	49
BERNIE!	1
BERNIE.	4
BERNTSEN]	1
BERRINCHUDO	1
BERRY	8
BERRY'S	1
BERRY,	1
BERRY’S	1
BESIDE	8
BESIDES	1
BESIDES,	1
BESOIN	1
BEST	57
BEST
YOU'VE	2
BEST.	1
BEST?	10
BESTEN	1
BESTSELLING	7
BESTÄTIGT	1
BEST…	1
BET	10
BETRAYED	2
BETRAYS	2
BETSY	11
BETTER	34
BETTER.	3
BETTER.❤💙💚💛💜	1
BETTER…	3
BETTING	2
BETWEEN	43
BEVÖLKERUNG	1
BEYAZSARAY'DA	1
BEYOND	8
BE CONSTITUTIONAL	2
BE…	3
BHARARA	10
BHARARA,	57
BHO	1
BI	1
BIAS	3
BIAS":	1
BIAS,	3
BIAS.	1
BIBI	2
BIBLE	3
BID	3
BIDE	1
BIDEN	3
BIDS	22
BIEN	1
BIEN…	1
BIG	49
BIG$	1
BIGGER	7
BIGGER?	2
BIGGEST	46
BIGLY	13
BIGLY.	1
BIGOT	17
BIGOT.	1
BIGOT.
#TRUTH
HTTPS…	1
BIGOTED	4
BIGOTED.	1
BIGOTRY	1
BIGOTRY.	1
BIGOTS	6
BIKERS	1
BIL/YEAR.	1
BILAT...	1
BILATERAL	2
BILE...	1
BILL	38
BILL
13%	1
BILL,	5
BILL.	1
BILL:	1
BILLBOARD	22
BILLBOARD.	2
BILLBOARD:	2
BILLING	1
BILLION	30
BILLION
#TRUMP'S…	2
BILLION,	1
BILLION.	1
BILLION.

WITH	2
BILLIONAIRE	23
BILLIONAIRE,	4
BILLIONAIRE-	6
BILLIONAIRES	4
BILLIONAIRES.	1
BILLIONS	3
BILLS	1
BILLS,	1
BILLS.	9
BILLS.
TO	5
BIL…	3
BIMBOS,	1
BIN	11
BINARY	4
BINGE	3
BINGO.	1
BINNALL-HIS	1
BIO	1
BIO.	7
BIOLOGY	1
BIPARTISAN	6
BIRD	2
BIRD!	1
BIRD,	1
BIRD.	1
BIRTH	2
BIRTHDAY	1
BIRTHDAY.	1
BIRTHER	2
BIRTHER-IN-CHIEF,	1
BISMARCK	1
BIT	10
BIT,	3
BITCH	6
BITCH.…	1
BITCHED	2
BITCHES	1
BITCHING	1
BITIŞININ	1
BITS…	2
BITTER	2
BIZ	3
BIZARRE	1
BI…	1
BLAAAAA!	1
BLABBERING	1
BLACK	29
BLACK,	1
BLACKS	6
BLACKS,	1
BLAIR	1
BLAME	52
BLAME"	1
BLAME,	9
BLAME.	3
BLAMES	7
BLAMING	4
BLANCA	1
BLANCA.	1
BLANCO	1
BLANKET,	1
BLASTED	1
BLASTS	1
BLATANT	10
BLATANTLY	8
BLEEP	4
BLEIBT	1
BLEND	1
BLESS	18
BLEW	9
BLIND	2
BLINDLY	1
BLISTERING	2
BLOATED	2
BLOCK	90
BLOCKED	21
BLOCKED.	1
BLOCKING	11
BLOCKS	6
BLOG	1
BLOG:	1
BLOGGER	1
BLOG…	1
BLOOD	4
BLOOD,	1
BLOODIED	1
BLOODY	1
BLOOMBERG	4
BLOQUEO	7
BLOQUEÓ	1
BLOW	22
BLOWHARD	1
BLOWING	4
BLOWING.	1
BLOWN	1
BLOWS	2
BLS,	5
BLUDGING
#DODGYDONALD	1
BLUE	5
BLUE-STATE	1
BLUEPRINT	3
BLUEPRINT...	1
BLUNDER'	1
BLUNDER:	1
BLURTING	5
BMW-CHEF	1
BNA	1
BOA	1
BOARD	1
BOARDERS	2
BOARDING	2
BOARDS	1
BOASTS	1
BOAT	2
BOATLOAD	3
BOB	4
BOBBY	1
BOCA	7
BODE	1
BODIES	9
BODY	16
BOEING	1
BOG	1
BOGUS	4
BOLD	2
BOLD-FACED	1
BOLDNESS	2
BOLO	1
BOM	13
BOMB	5
BOMB.	1
BOMB:	2
BOMBA	1
BOMBED	5
BOMBING	1
BOMBS	4
BOMBSHELL	3
BONA	6
BOND	1
BONES	1
BONG	1
BONITO	1
BONKERS?	1
BOOK	15
BOOK!	1
BOOK.	1
BOOK:	1
BOOKS	2
BOOKS"	1
BOOM!	1
BOOM!!!	1
BOOM,	3
BOOM:	3
BOOMING	2
BOOST	1
BOOSTED	1
BOOTS	1
BOO…	1
BORDER	108
BORDER

HTTPS://T.CO/ONGLJHKQ1S	1
BORDER"	1
BORDER,	1
BORDER:	8
BORDER?	2
BORDERS	2
BORDERS
IMMIGRATION	1
BORDER WALL	1
BORN	5
BORN!	1
BORROWERS.
HTTPS…	4
BORRO…	1
BORSCHT	2
BOSTA...	1
BOTCHED	2
BOTH	35
BOTS,	2
BOTSCH…	1
BOTTLE	2
BOTTLES	1
BOTTOM	9
BOTTOMING	1
BOTTOM…	1
BOUGHT	11
BOUGHT.....THIS	1
BOUND	1
BOUT	3
BOUTA	1
BOUTTA	1
BOW	9
BOWL	5
BOX	1
BOY	12
BOY,	2
BOY...FIGURES	1
BOYCOTT	6
BOYCOTTED	1
BOYS	2
BOY’S	1
BOY🎶🎵	1
BOZO	1
BOÇAL	2
BRACKET	3
BRADFORD	4
BRADSBY	1
BRAGGING	6
BRAGS	2
BRAIN	3
BRAIN-DAMAGED	2
BRAIN?	1
BRAINS!	1
BRAINWASHED	2
BRANCA	2
BRANCH	6
BRANCH.	1
BRANCHES!	2
BRANCO	1
BRAND	2
BRAND.	1
BRANDS	1
BRANSON	1
BRASIL	36
BRASIL:	1
BRASIL?	1
BRASILEIROS	1
BRAT	2
BRAVEST,	1
BRAZEN	1
BRAZENLY	3
BRAZILE	11
BREACHES	1
BREAD	1
BREAK	76
BREAK,	2
BREAKFAST.	1
BREAKING	77
BREAKING:	50
BREAKING;	1
BREAKOUTS	1
BREAKS	11
BREAK…	2
BREATH)

#RUSSIA	1
BREATHE	1
BREATHING	2
BREITBART	11
BREITBART"	1
BREITBART,	8
BREITBA…	1
BREMEN	4
BREMEN-1905…	2
BRENDAN	1
BRET	1
BREVE	1
BREXIT	4
BRIAN	2
BRIBED	1
BRIBING	3
BRIDGES	1
BRIDGES/ROADS/SCHOOLS	1
BRIEF:MATERIALS	1
BRIEFING	2
BRIEFING!	1
BRIEFING-ROOM	1
BRIEFINGS	3
BRIGHT.	1
BRIGHTEST	1
BRILLIANCE.	1
BRILLIANT	2
BRILLIANT!	1
BRILLIANTLY	1
BRING	26
BRINGING	4
BRINGS	13
BRITAIN	12
BRITAIN'S	1
BRITAIN,	6
BRITAIN.	2
BRITISH	25
BRITISH.	5
BRITONS	1
BRITS	10
BRITS,	1
BRITTS!	1
BRO	1
BRO,	1
BROADCAST	2
BROADCASTING	2
BROADWAY	1
BROCK	1
BRODEL	2
BROKE	14
BROKEN	3
BROMA	11
BROOD!	5
BROODING	1
BROOKLYN’S	1
BROOKS	1
BROTHER	4
BROTHER)	1
BROTHER,	1
BROTHERHOOD	18
BROTHERHOOD&OTHE…	2
BROTHERHOOD,	1
BROTHERHOOD.	2
BROTHERS	3
BROTHERS,	1
BROUGHT	21
BROWN	7
BROWN-SHIRT	1
BRO😭😭	1
BRUCE	2
BRUNT	4
BRUTAL	2
BRUTALIZED	1
BRUV	3
BR…	1
BS	10
BS.	2
BSB	1
BTW	6
BTW,	1
BTW.	1
BU...	1
BUBBAS	2
BUBBLE	3
BUBBLE?	1
BUBBLES:	2
BUBBLES…	1
BUCHANAN	7
BUCHANAN:	3
BUCK	2
BUCKLE	2
BUDDIES	1
BUDDIES),	1
BUDDY	6
BUDDY,	3
BUDGET	349
BUDGET,	21
BUDGET.	16
BUDGET...	1
BUDGET...HOW	1
BUDGET:	19
BUDGET;TILLERSON	1
BUDGET?	2
BUDGETARY	1
BUDGETS	2
BUDGET—AND	1
BUDGT	1
BUDS	1
BUENO	1
BUFFOON	3
BUFFOON'S	1
BUFFOON.	1
BUFOONICUS	1
BUG.	1
BUGGY	3
BUGGY"
TRUMP	1
BUGGY")	1
BUGGY"?	2
BUGGY.	3
BUGS	1
BUILD	64
BUILDING	6
BUILDING)
ME:	1
BUILDING.	1
BUILDINGS	4
BUILDINGS

HTTPS://T.CO/ASFLVOJDBS	1
BUILDINGS,	17
BUILDINGS.	1
BUILDINGS?	1
BUILDUP	1
BULL	1
BULL$HIT.	1
BULL.	1
BULLET	1
BULLIES	1
BULLIES,	3
BULLLSHIT	1
BULLS**T	2
BULLSH*TTER	1
BULLSH*TTING"	1
BULLSH--TTERS	8
BULLSHIT	8
BULLSHIT!	3
BULLSHIT!!	1
BULLSHIT.	3
BULLSHIT."	2
BULLSHITTER.	1
BULLSHITTING!'	6
BULLSHITTING!’#RESISTANCE	1
BULLSHITTING."	4
BULLSHITTING”	1
BULLY	34
BULLY,	1
BULLYING	1
BUMBS	1
BUMP	1
BUMPER	3
BUNCH	8
BUNDA	7
BUNLARI	1
BUNNY	1
BUNNY.	1
BUNYON	10
BURDENED.	1
BUREAU	3
BUREAUCRACY."	1
BURIED	2
BURIES	28
BURLESQUE!	2
BURN	4
BURN,	1
BURNED	5
BURNING	1
BURNS	9
BURRO	1
BURST!	1
BURT,	1
BUS	1
BUS.	2
BUSCA	1
BUSCANDO	1
BUSH	29
BUSHS	1
BUSH…	1
BUSINESS	24
BUSINESS"	1
BUSINESS&	1
BUSINESS,	1
BUSINESS-READ	2
BUSINESS-THREATENING	2
BUSINESS.	1
BUSINESS..	1
BUSINESS.…	1
BUSINESSES	7
BUSINESSES'	8
BUSINESSES.	1
BUSINESSMAN.	1
BUSINESSMEN	6
BUSINESS”	1
BUSSING	1
BUST	1
BUSTED	49
BUSTING	7
BUSY	10
BUS…	1
BUT	404
BUT...	1
BUT..."	1
BUT....	1
BUT..HRC	1
BUTCHERING	3
BUTT	1
BUTTER	1
BUTTER."	1
BUTTHOLES.	1
BUTTHURT	1
BUTTON	1
BUY	8
BUY.	1
BUYER	2
BUYER'S	3
BUYERS	2
BUYING…	4
BUYRS'	1
BUZZFEED	10
BU…	2
BY?	1
BYE	3
BYE-BYE	1
BYLI	1
BYU	1
BY BULLS–TTING!”	1
BY…	8
BÖYLE	1
BÜYÜK	3
BỊ	1
B…	35
C	2
C'EST	7
C'MON,	3
C'S	1
C.	2
CA	2
CABAL	1
CABALLERO	1
CABINET	15
CABINET:	1
CABLE	3
CABO	1
CABS,	2
CACHOS!	2
CAESARIAN,	1
CAGA	1
CAGANDO	2
CAIR	5
CAKE!	1
CALAMITY	4
CALCULATE	1
CALCULATED	2
CALCULUS…	1
CALIF.	1
CALIF.,	1
CALIFORNIA	13
CALIFORNIA'S	1
CALIFORNIA…	1
CALL	82
CALLED	35
CALLED.	1
CALLING	17
CALLOUSNESS,	3
CALLS	76
CALLS"	3
CALLS,	1
CALLS.

HERE	5
CALLS.

PHOTOGRAPHED	15
CALLS."	2
CALL—WHAT…	1
CALM	7
CAMARO	1
CAME	45
CAMEL	2
CAMERA	3
CAMP	5
CAMPAGNE	1
CAMPAIGN	58
CAMPAIGN.	5
CAMPAIGN.
>ACCUSES	1
CAMPAIGN/CNN	3
CAMPAIGN:…	1
CAMPAIGNED	1
CAMPAIGNING.	2
CAMPAIGNS/SUNSHINE	1
CAMPAÑA	2
CAMPO;	1
CAMÉRAS	1
CAN	246
CAN!	1
CAN'T	126
CAN'T!"
AMERICA:	2
CAN'T)	1
CAN.

THEIR	2
CAN.
#OBSTRUCTIONIST	1
CANADA	5
CANADA'S	1
CANADA,	1
CANADIA,	2
CANADIAN	2
CANARD	3
CANCEL	1
CANCELAN	16
CANCELED	43
CANCELLED	3
CANCELS	21
CANCER	9
CANCEROUS	1
CANCEROUS.EPA	1
CANCILLER	1
CANCILLER",	2
CANDIDATE	5
CANDIDATES.	1
CANNOT	16
CANT	5
CAN’T	10
CAN’T...	1
CAN’T…	1
CAN…	3
CAPABLE	1
CAPAZ	1
CAPITAL	6
CAPITALISM	1
CAPITALISTA.	1
CAPITALIZING	1
CAPO,	1
CAPS	2
CAPTAIN	1
CAPTIVE	2
CAPTURE…	3
CAR	6
CAR'S	1
CARA	12
CARA.✌✌	1
CARACAS	1
CARALHO,	1
CARBON	2
CARD	21
CARDIFF	1
CARDONA:	1
CARDS	6
CARDS--SO	1
CARE	64
CARE!	1
CARE!"
	1
CARE"	1
CARE'	2
CARE,	3
CARE.	24
CARE?	2
CARED	9
CAREER	2
CAREFUL	1
CAREFULLY	2
CARELESS	1
CARES	12
CARGA	2
CARGO	1
CARLOS	1
CARLSON:	3
CARNE	3
CARNE.	1
CARO	1
CARRAGHER,	1
CARREIRA	1
CARRIED	7
CARRY	6
CARS	1
CARTELS:	1
CARTOON	2
CARTOON.	1
CARVED	1
CASA	8
CASE	39
CASE.	2
CASE?	1
CASES	1
CASE—US	6
CASE…	2
CASH	11
CASH);	1
CASHED	1
CASINO	1
CASINOS	4
CASO	2
CAST	2
CAST.	1
CASUALTIES	1
CASUALTIES…	1
CAS…	1
CAT'S	1
CATARACTS"	1
CATCH	3
CATCHER’S	1
CATCHES	1
CATCHING	9
CATCH‼️	2
CATHOLICS	1
CATS	2
CAUCUS.	1
CAUGHT	19
CAUSA	1
CAUSAS	1
CAUSATIONS,RUSSIA,	1
CAUSE	16
CAUSE":	1
CAUSE.	1
CAUSES	1
CAUSING	6
CAUTION:	1
CA…	8
CBO	1
CBO,	5
CBS	1
CBS NEWS	2
CC	2
CCES.	2
CD	1
CE	5
CEAS…	5
CEESP	16
CEILING	2
CELEBRATES	2
CELEBRIDADES	1
CELEBRITIES	1
CELEBRITY	2
CELEBRITY?	2
CELEBRITY…	1
CEMOOH	2
CENSORED	28
CENSURE	10
CENTER	4
CENTER,	1
CENTRAL	4
CENTS:	2
CENTURIES	2
CENTURY	4
CENTURY.	3
CEO	16
CEO)	1
CERCA	2
CERRAR	1
CERRARLES	1
CERRARLES…	1
CERTAIN	2
CERTAINLY	14
CERTAINTY	2
CERTIFICATE	1
CERTIFICATE,	1
CFPB	4
CHA-CHING...ANOTHER	1
CHAFFETZ	1
CHAFFETZ'	1
CHAIN	2
CHAIN.	1
CHAINED	1
CHAIR	16
CHAIR.	1
CHAIRED	16
CHAIRMA...	1
CHALLENGE	8
CHALLENGE:MAJORITY	1
CHALLENGES	12
CHALLENGING	3
CHAMADA.	1
CHAMBER	2
CHAMPAGNE.	1
CHAMPION,	1
CHAMPIONING	1
CHANCE	14
CHANCE!	1
CHANCE.	1
CHANCELER	1
CHANCELLOR	57
CHANCELLOR!	1
CHANCELLOR’S	1
CHANCELL…	2
CHANCEL…	1
CHANCES	3
CHANGE	24
CHANGE!	1
CHANGE'	3
CHANGE.	1
CHANGED	6
CHANGED.	9
CHANGES	5
CHANGING	1
CHANNEL	1
CHANNEL'S	1
CHANNEL.	1
CHANNELED	2
CHANNELING	2
CHANNELS	1
CHANTAJE	1
CHANTS	20
CHAO	1
CHAOS	6
CHAOS,	1
CHAOS.	2
CHAOTIC	1
CHAPO"	1
CHAPPELLE	4
CHARACTER	1
CHARGE	5
CHARGE,	1
CHARGED	6
CHARGES	2
CHARGING	1
CHARITY	2
CHARLES	2
CHARRED	1
CHARTS	3
CHAUVINISTIC	1
CHEA	1
CHEAP!	1
CHEAPER.	1
CHEAT	1
CHEAT!

TRUMP	1
CHEATING	2
CHEATS	2
CHEAT⚡	1
CHECK	31
CHECK,	1
CHECKED	6
CHECKED.	1
CHECKED HARD	8
CHECKERS...	1
CHECKING	3
CHECKMATE	1
CHECKS	52
CHEEK	1
CHEER	13
CHEER.	1
CHEERLEADERS–MERKEL'S	1
CHEETO.	1
CHEGANDO,	1
CHELSEA	46
CHEM,	1
CHEMIST/UNIV	3
CHEMISTRY	2
CHEMISTRY

TRUMP:	2
CHEMISTRY,	2
CHEMISTRY.	1
CHEMISTRY.
DONALD	243
CHEMO?	1
CHENEY,	1
CHEQUERAS	1
CHER	1
CHESAPEAKE	8
CHESS	1
CHESTNUT.	3
CHEVEUX	1
CHE…	1
CHICAGO	9
CHICAGO'S	2
CHICAGO…IF	3
CHICK	1
CHIDE	1
CHIEF	34
CHIEF.	1
CHIEFS	1
CHIEF–NOW	1
CHIEF…	2
CHIEN	2
CHILD	21
CHILD!	1
CHILD,	1
CHILD.	18
CHILDHOOD	2
CHILDISH	15
CHILDLIKE	1
CHILDREN	24
CHILDREN!!	1
CHILDREN'S	5
CHILDREN,	2
CHILDREN.	1
CHILDREN●SETTLERS	1
CHILE	1
CHILE’S	1
CHILL	7
CHILLY	1
CHINA	28
CHINA
-	2
CHINA.	1
CHINA:	1
CHINA?	1
CHINA–WHICH	1
CHINESE	23
CHINKS	1
CHIP	34
CHOCÓ	1
CHOICE	15
CHOICE,	1
CHOICES	1
CHOICES?	1
CHOKER	1
CHOKER."	1
CHOKING	1
CHOKING.	1
CHONG	1
CHOOSE	3
CHOOSES	6
CHORRO	1
CHOSEN.	1
CHRIS	12
CHRIST,	2
CHRISTIAN	14
CHRISTIAN.	2
CHRISTIANS	2
CHRISTIAN…	1
CHRISTIE	2
CHRISTO	3
CHRISTOPH	1
CHRISTY	1
CHRONICALLY	1
CHRONOLOGY	1
CHUCK	11
CHUCR…	1
CHUMP'S	1
CHUNK	6
CHURCH	19
CHURCHES	1
CHURCHES.	1
CHURCHILL	1
CH…	4
CIA	47
CIA,	6
CIA-MEDIA	3
CIC.
SINCERELY,
AME…	1
CIEN	1
CIRCLE	5
CIRCLES	1
CIRCUIT	5
CIRCUIT'S	1
CIRCUIT.	1
CIRCUIT’	2
CIRCULATION	1
CIRCUS	1
CITA	1
CITA?	1
CITE	1
CITED	6
CITES	1
CITIES	8
CITIES"	1
CITIES,	1
CITIES...	1
CITIES?	2
CITIES”	2
CITIZEN,	1
CITIZEN..	1
CITIZEN:	1
CITIZENRY	1
CITIZENS	29
CITIZENS!
OBAMA'S	1
CITIZENS,	1
CITIZENSHIP	5
CITIZENS’	1
CITOYENS	1
CITY	8
CITY'	3
CIUDADES	1
CIVIC	1
CIVICS	1
CIVIL	21
CIVILIAN	1
CIVILIZA…	1
CIVI…	1
CLAIM	108
CLAIM!	1
CLAIM"

"WILD	8
CLAIM,	5
CLAIMED	2
CLAIMING	4
CLAIMS	55
CLAIMS
	1
CLAIMS
-	1
CLAIMS.	2
CLAIMS...OR	1
CLAIMS:	6
CLAIMS;	1
CLAIRE	1
CLAN…	6
CLARIFY	1
CLARKE	2
CLARO:	1
CLASHING	1
CLASS	14
CLASS!	3
CLASS)	1
CLASS,	2
CLASS.	3
CLASS:	1
CLASSED	1
CLASSIC	1
CLASSIFIED	2
CLASSISM...	1
CLASSMATE	4
CLASSMATE;	1
CLASSMATES?	3
CLASSRO…	1
CLAUSE	1
CLAUSE"--THE	1
CLAYTON,	1
CLEAN	43
CLEAN.	1
CLEANING	1
CLEANUP.	8
CLEAR	23
CLEAR,	1
CLEAR:	1
CLEARANCE.	1
CLEARLY	16
CLICK	22
CLICKED.	1
CLIENT	1
CLIFF,	8
CLIMATE	23
CLIMATE-CHANGE	2
CLIMB	1
CLIMBING	1
CLINTON	62
CLINTON
MUCH	4
CLINTON'S	6
CLINTON,	2
CLINTON.	2
CLINTON:	1
CLINTONS	3
CLINTON…	1
CLIP	35
CLIPS	94
CLOSE	6
CLOSE!	1
CLOSE"	1
CLOSED	4
CLOSER	45
CLOSEST	3
CLOSING	1
CLOTH:	1
CLOTHING	2
CLOUD	1
CLOUDS	5
CLOUDS,	3
CLOWN	12
CLOWN!	2
CLOWN.	1
CLOWNS	2
CLUB	121
CLUB.	5
CLUB;	3
CLUBS,	1
CLUE	6
CLUE,	1
CLUE.	1
CLUELESS	3
CLUELESS,	1
CLUE…	4
CLÉMENTINE	1
CMON	1
CMTES	1
CNET
	1
CNN	49
CNN'S	11
CNN,	2
CNN:	1
CNN;	1
CNN?	1
CNNPOLITICS

IN	1
CNN’S	5
CNN…	1
CO$TS	1
CO-CHAIR	1
CO...	1
COAL	16
COALITION	1
COARTA	4
COAST	2
COASTAL	1
COAT	1
COAT-DRESS	1
COATS	9
COBBLE	1
COBRA	1
COCAINE	47
COCK
TRUMP	1
COCK-WAND.	1
COCKTAIL	1
COD,	1
CODE	2
CODES.	1
COFFIN...	1
COGENT,	1
COGNITIVE	1
COHERENTLY.	1
COHN	1
COHN'S	1
COHORTS	1
COI.	1
COINCIDENCE	2
COINCIDENCE?	2
COINCIDENCE?

OBAMA	2
COINCIDENCES	2
COINCIDENTALLY	1
COL	3
COL.	1
COLABORADOR	1
COLBERT	1
COLD	15
COLD,	1
COLD-BLOODED	1
COLE	1
COLEGUINHA	1
COLLABORATED	1
COLLABORATION	1
COLLABORATION...	1
COLLAPSE=BANKRUPTCY	1
COLLAPSE?	1
COLLAPSES	1
COLLECTED	1
COLLECTION	14
COLLECTION'	4
COLLECTION.	1
COLLECTIVE	2
COLLECTOR	1
COLLEGE	14
COLLEGE,	1
COLLEGE.	3
COLLEGES	1
COLLUDE	2
COLLUDED	2
COLLUSION	8
COLLUSION

FAKE	3
COLLUSION,	1
COLLUSION.	1
COLL…	3
COLOCARAM	7
COLONIZADO	2
COLOR	1
COLORS	1
COLORS.	1
COLUMN	1
COM	19
COMA	2
COMBAT	19
COMBED	1
COMBINA	2
COMBINE	2
COMBINED	7
COMBO	2
COME	46
COMEBACK	1
COMEBACK-	1
COMEDIANS	2
COMEDY	1
COMEDY,'	2
COMENTARIO	1
COMENZAR	2
COMERCIO	2
COMES	33
COMES…	1
COMEY	22
COMEY'S	1
COMEY,	3
COME…	1
COMFORT	4
COMFORTABLE.	1
COMFORTABLY	1
COMICALLY	1
COMICIOS	2
COMIENZA	1
COMIGO	1
COMING	28
COMING.	1
COMING.
#RE…	1
COMING:	1
COMINGS	1
COMI…	1
COMM...	1
COMMAND,	1
COMMANDER	2
COMME	1
COMMEMORATE	2
COMMENT	8
COMMENT.	8
COMMENTARY	15
COMMENTED	2
COMMENTS	8
COMMENTS.	1
COMMERCE	1
COMMERCIAL	1
COMMERCIAL.	2
COMMERCIALS	1
COMMERCIAUX	2
COMMIES	1
COMMISSION	3
COMMIT	1
COMMITMENT
MARTIN	2
COMMITMENT/RENEWAL	1
COMMITMENTS,	1
COMMITTED	20
COMMITTEE	46
COMMITTEE
REPORTERS
MERKEL
FLYNN
TRUMP	1
COMMITTING	2
COMMON	13
COMMON"	6
COMMON'	3
COMMON.	1
COMMON."	1
COMMON’	1
COMMS	1
COMMS.	5
COMMUNICATE	1
COMMUNICATING	2
COMMUNICATION	3
COMMUNICATIONS	3
COMMUNICATOR.	1
COMMUNIST.	1
COMMUNISTS	3
COMMUNISTS.	3
COMMUNITIES.	1
COMMUNITY	11
COMMUNITY,	1
COMO	7
COMP"	1
COMPANIES	4
COMPANIES?	4
COMPANY	10
COMPANY"	6
COMPANY'	2
COMPANY,	4
COMPANY.	1
COMPANY?	1
COMPANY…	1
COMPARA	1
COMPARACION	1
COMPARE	6
COMPARED	3
COMPARING	4
COMPARISON...	1
COMPARTO	1
COMPASSION	4
COMPASSIONATE	3
COMPELLING	1
COMPENSATE	15
COMPETENT	5
COMPETENT,	1
COMPETITION,	1
COMPLAIN	31
COMPLAINING	4
COMPLAINS	8
COMPLAINTS	1
COMPLETE	11
COMPLETE!	1
COMPLETELY	17
COMPLETION	1
COMPLEX	3
COMPLIANT	4
COMPLICATE	1
COMPLICATED	1
COMPLICIT	2
COMPLICIT,	1
COMPLIED	1
COMPLIMENT
BUT	1
COMPLY	6
COMPLYING	1
COMPOSURE	1
COMPRE	2
COMPREHENSION	1
COMPROMISED	5
COMPROMISES	1
COMPTE	1
COMPULSIVE	1
COMPUTADORA	3
COMPUTER	2
COMP…	1
COMUNICAÇÃO	1
COM’	4
COM…	2
CON	32
CON!	1
CON'	1
CON,	1
CONCEAL	2
CONCEALS	2
CONCEDE	2
CONCENTRATE	1
CONCEPT	2
CONCERN	4
CONCERN.	1
CONCERNED	6
CONCERNING	1
CONCERNING
BBC	1
CONCERNS	18
CONCERNS
HTTPS://T.CO/FFQ…	1
CONCERNS,	1
CONCISE	1
CONCLUDES	1
CONCLUSIONS.	3
CONCRETE	2
CONDEMN	2
CONDEMNATION	3
CONDEMNING	2
CONDESCENDING	2
CONDI	1
CONDITIONS	1
CONDO	2
CONDOLENCES	1
CONDONING	1
CONDOS:…	1
CONDUCT	1
CONDUCTED	2
CONDUCTS	1
CONFEDERATE	1
CONFERENCE	22
CONFERENCE,	7
CONFERENCE.	2
CONFERENCE...	1
CONFERENCE?	1
CONFIDENCE	2
CONFIDENCE"
HTTPS://T.CO/DATGJPMYEJ	8
CONFIDENT	1
CONFIRM	3
CONFIRM,	1
CONFIRMATION	1
CONFIRMED	2
CONFIRMED:	17
CONFIRMS	2
CONFLICT	8
CONFLICTS	5
CONFLICTS.

THAT	2
CONFRONTED	1
CONFRONTS	14
CONFUNDEN	1
CONFUSE	2
CONFUSED	4
CONFUSED,	1
CONFUSION,	6
CONFUSO	1
CONGESSMAN	2
CONGRATS	1
CONGRATS,	1
CONGRATULAR.	1
CONGRATULATIONS	2
CONGRATULOU	3
CONGRATULOU"?	1
CONGRESO	1
CONGRESS	89
CONGRESS,	1
CONGRESS.	2
CONGRESS:	1
CONGRESSIONAL	4
